X,Y,j1,r1,e1,s1,m1
34.06,-84.4184,0.223146132,0.659086585,0.650854485,0.520857368,0.623437876
33.71,-84.3022,0.40328493,0.818319203,0.638577336,0.748860944,0.623373234
33.864,-84.2026,0.148561132,0.554394017,0.791087627,0.561181982,0.623244132
33.71,-84.2358,0.260134142,0.626187721,0.688277898,0.588803455,0.62193453
33.696,-84.3354,0.27106628,0.703801304,0.823322509,0.593263805,0.621618843
34.074,-84.269,0.340001641,0.741560413,0.919152165,0.588567603,0.621618843
33.612,-84.4848,0.281453655,0.791883684,0.723474567,0.59983882,0.621210595
33.738,-84.435,0.264413768,0.697217173,0.784304035,0.62982269,0.621179291
33.836,-84.352,0.113160901,0.511722789,0.787285439,0.585914814,0.621179291
33.794,-84.1694,0.438468515,0.755430686,0.773162243,0.584296277,0.621022984
33.948,-84.3852,0.113160901,0.511722789,0.772063555,0.662852217,0.620991765
34.046,-84.3354,0.362038892,0.682771281,0.740942813,0.595514475,0.620991765
33.64,-84.518,0.581290452,0.938538662,0.79515718,0.548163635,0.620991765
34.06,-84.352,0.067644946,0.457081458,0.722929558,0.571445728,0.620929369
33.794,-84.4184,0.28174645,0.652180101,0.880303184,0.585520429,0.619969389
33.976,-84.3686,0.113160901,0.511722789,0.786824497,0.520098247,0.619907911
33.71,-84.186,0.365352529,0.627077973,0.713519175,0.592322253,0.619601344
33.71,-84.4018,0.407854811,0.818851469,0.650611507,0.59263461,0.619144039
33.682,-84.4848,0.469380844,0.779284874,0.659763423,0.619290886,0.618961965
33.766,-84.2026,0.303899271,0.632630023,0.713777528,0.564690209,0.618931665
34.032,-84.1362,0.067644946,0.457081458,0.73315924,0.548630915,0.618931665
33.738,-84.1196,0.193431949,0.706713846,0.56207223,0.581650041,0.618328474
33.878,-84.2358,0.148561132,0.554394017,0.791375171,0.623511298,0.618058756
33.78,-84.1694,0.274904135,0.699076044,0.602832447,0.562970643,0.617700771
33.654,-84.3022,0.169345559,0.588530728,0.752116806,0.533521189,0.616960916
33.696,-84.1362,0.41215341,0.789570443,0.737086263,0.704393838,0.616345549
33.78,-84.4184,0.21820991,0.755317317,0.807193816,0.555402789,0.61628723
33.752,-84.3022,0.31294201,0.803908467,0.80481831,0.647027743,0.615938354
33.738,-84.1362,0.209068269,0.597971629,0.741066053,0.58933725,0.615735662
33.906,-84.352,0.149819898,0.502771908,0.814702883,0.554192468,0.615735662
33.808,-84.4184,0.392693449,0.805403508,0.672555766,0.537130991,0.615418353
34.032,-84.2524,0.148561132,0.554394017,0.791220539,0.550730549,0.615303333
33.71,-84.5014,0.185517375,0.64693938,0.662998936,0.611390575,0.615245895
34.004,-84.3022,0.245809524,0.578611552,0.746860723,0.593835261,0.615102511
34.032,-84.352,0.136820133,0.570530989,0.748167536,0.584186126,0.615016625
33.71,-84.518,0.224432664,0.662545971,0.870658458,0.610077136,0.614788122
33.696,-84.4848,0.236683496,0.673563687,0.597130122,0.656922572,0.614617244
33.934,-84.3022,0.385285565,0.83200582,0.696978835,0.603350422,0.614503563
33.724,-84.3188,0.314729121,0.761785372,0.680968981,0.58223475,0.614503563
33.654,-84.2192,0.268787879,0.652966745,0.708538654,0.580496262,0.614276766
33.962,-84.3188,0.067644946,0.457081458,0.731165273,0.569228755,0.614276766
33.766,-84.4184,0.144515837,0.544570917,0.832826952,0.63993757,0.613853546
33.682,-84.1694,0.280557564,0.633301501,0.552520861,0.60305675,0.613825423
34.046,-84.2856,0.371994282,0.766096974,0.738954987,0.578048403,0.613741128
33.92,-84.4018,0.113160901,0.511722789,0.790625827,0.614441993,0.612682312
33.682,-84.1528,0.206993917,0.653665082,0.61743589,0.560344329,0.612682312
33.822,-84.4184,0.250022205,0.660442,0.668781784,0.544842435,0.612682312
33.892,-84.3354,0.113160901,0.511722789,0.78315381,0.572400463,0.612516626
33.724,-84.4516,0.380388155,0.648283502,0.558071772,0.596969414,0.612406392
33.836,-84.1694,0.20090629,0.55510643,0.728012568,0.610977388,0.612351341
33.668,-84.352,0.562824512,0.85507249,0.814303811,0.565670873,0.612351341
33.556,-84.4682,0.45852304,0.830012665,0.825291339,0.597237414,0.612296335
34.046,-84.3188,0.374850954,0.663548516,0.809728954,0.575545888,0.611994596
33.682,-84.2856,0.193793906,0.605567459,0.777725831,0.53069546,0.611939878
34.088,-84.2856,0.305627246,0.728633974,0.687723274,0.615843267,0.61158528
33.85,-84.4184,0.099598159,0.454769871,0.82331718,0.69867901,0.611503712
33.85,-84.4018,0.067644946,0.457081458,0.779950848,0.571490867,0.611449387
33.654,-84.2358,0.277424879,0.768199661,0.84380327,0.829896353,0.611178414
34.06,-84.186,0.335196516,0.604135852,0.801128341,0.610321478,0.611178414
34.004,-84.3188,0.337089618,0.751790801,0.700792865,0.559779597,0.611178414
33.654,-84.4184,0.142544578,0.551953971,0.931189556,0.504829556,0.610854668
33.836,-84.2856,0.303861007,0.662460293,0.712703504,0.650854075,0.610773972
33.724,-84.5346,0.113160901,0.511722789,0.772225772,0.522245368,0.610720228
33.822,-84.3022,0.15606654,0.553391393,0.784309959,0.644319131,0.610586054
34.06,-84.269,0.113160901,0.511722789,0.782921167,0.58909947,0.610559251
34.032,-84.2856,0.067644946,0.457081458,0.726318432,0.550279104,0.610559251
33.682,-84.3354,0.345645325,0.730077223,0.791775939,0.541610387,0.610425394
33.738,-84.0864,0.306141769,0.651476267,0.749000026,0.54279156,0.610398655
33.71,-84.4682,0.379876065,0.797700596,0.711972808,0.558261667,0.610158471
33.92,-84.3188,0.33417771,0.687012094,0.717753295,0.676363054,0.610131837
34.032,-84.1528,0.364156539,0.604906704,0.69100026,0.568234454,0.609839546
33.822,-84.269,0.13894849,0.711424923,0.594330145,0.642352849,0.609760048
33.878,-84.2192,0.148561132,0.554394017,0.796467848,0.608948389,0.609707101
33.864,-84.4018,0.149819898,0.502771908,0.830694804,0.569185199,0.609337629
34.102,-84.3354,0.190238144,0.585279834,0.69239618,0.90500839,0.609285011
33.71,-84.0698,0.366852262,0.752876985,0.76964004,0.559443201,0.609232434
33.696,-84.2026,0.410826418,0.799706986,0.714988019,0.580861141,0.609206162
33.836,-84.186,0.364156539,0.604906704,0.694589145,0.497495195,0.609153646
33.808,-84.1528,0.416680629,0.66660749,0.657807811,0.608470343,0.60894399
33.738,-84.3188,0.224917878,0.652530639,0.77332839,0.620133403,0.60787959
33.64,-84.4848,0.260134142,0.626187721,0.69000984,0.597776682,0.607802362
33.836,-84.3022,0.113160901,0.511722789,0.785744615,0.630914066,0.607596849
34.088,-84.4184,0.113160901,0.511722789,0.78054947,0.544725025,0.607417538
34.074,-84.186,0.099598159,0.454769871,0.749018938,0.534034158,0.607391961
34.046,-84.4018,0.316652505,0.71283898,0.749449169,0.531512625,0.607315288
33.864,-84.186,0.32295731,0.840003069,0.808349774,0.525996015,0.607187692
34.018,-84.2358,0.099598159,0.454769871,0.748683408,0.534799595,0.607162202
33.57,-84.4848,0.380388155,0.648283502,0.559260626,0.581597147,0.607136721
33.738,-84.5014,0.23194272,0.696280718,0.66553684,0.624910014,0.60708579
34.088,-84.3852,0.113160901,0.511722789,0.78054947,0.580392388,0.606477585
33.808,-84.3852,0.47901134,0.787036574,0.694053181,0.543592062,0.606351564
34.018,-84.352,0.148561132,0.554394017,0.787804545,0.606591288,0.606225778
33.92,-84.4184,0.149819898,0.502771908,0.830694804,0.736023733,0.605774883
33.696,-84.3022,0.353626867,0.696712702,0.714938413,0.917006242,0.605675094
33.92,-84.3354,0.317284109,0.671243976,0.768175088,0.580652386,0.605500816
34.102,-84.3852,0.067644946,0.457081458,0.729489132,0.578148558,0.605376609
33.626,-84.4848,0.260134142,0.626187721,0.69000984,0.547792374,0.605252629
33.682,-84.1196,0.450699227,0.825767036,0.74204074,0.560193232,0.604980678
33.948,-84.3022,0.332350644,0.589839309,0.708347288,0.621081776,0.60493135
33.654,-84.2856,0.203214154,0.614463828,0.747747784,0.525251677,0.6049067
33.584,-84.5014,0.496686824,0.819249885,0.684211603,0.628322813,0.604587066
33.822,-84.2856,0.246176621,0.653141166,0.716822878,0.684844917,0.604538025
34.074,-84.2524,0.31513549,0.787235998,0.756767084,0.656135738,0.604513519
33.682,-84.518,0.422003622,0.946932875,0.758571344,0.584683285,0.604415583
34.032,-84.2358,0.067644946,0.457081458,0.766289724,0.59942125,0.604195747
34.004,-84.2524,0.099598159,0.454769871,0.751885811,0.629714483,0.603806694
33.962,-84.2856,0.19825819,0.492503783,0.711286207,0.551022535,0.603564678
33.682,-84.186,0.258970661,0.713175394,0.726254611,0.617364247,0.603251357
34.088,-84.269,0.305627246,0.728633974,0.687723274,0.598593883,0.602510065
33.682,-84.103,0.382513433,0.779285205,0.881140247,0.530811507,0.602438761
33.906,-84.3354,0.067644946,0.457081458,0.735033753,0.648421332,0.602272679
34.032,-84.3686,0.460665448,0.665206262,0.700946893,0.625112152,0.602130649
33.822,-84.4516,0.309573345,0.750182168,0.810282826,0.563684725,0.601871045
33.864,-84.4516,0.10334105,0.541682304,0.68051613,0.677816964,0.601635911
33.962,-84.3022,0.149819898,0.502771908,0.812493781,0.570062093,0.601612442
34.004,-84.2856,0.488896233,0.813298789,0.753010628,0.606823328,0.601401601
33.808,-84.3022,0.360277275,0.827404105,0.727300779,0.570906541,0.601238072
33.836,-84.4184,0.113160901,0.511722789,0.771954667,0.615931808,0.600958664
34.046,-84.2026,0.113160901,0.511722789,0.789635268,0.635810385,0.600657286
34.046,-84.1694,0.067644946,0.457081458,0.733770631,0.56360498,0.600657286
33.696,-84.5014,0.453105405,0.832597162,0.772609865,0.594540496,0.600541733
33.766,-84.1362,0.143025419,0.589603657,0.705309851,0.570460692,0.599601673
33.738,-84.5346,0.425772957,0.703801378,0.812210189,0.513820678,0.599556154
33.99,-84.3188,0.196008165,0.500652589,0.819232732,0.570594119,0.599170491
33.99,-84.3686,0.334134547,0.665784142,0.699391588,0.512281452,0.59894467
33.892,-84.352,0.149819898,0.502771908,0.814702883,0.60305675,0.598832047
33.752,-84.435,0.286808064,0.712705944,0.963562679,0.576956882,0.598450545
33.71,-84.4848,0.255940415,0.681236953,0.662584936,0.571445728,0.597871274
34.088,-84.3188,0.280067441,0.621171588,0.747062327,0.55233735,0.597649816
33.668,-84.2026,0.153316247,0.570006426,0.777322904,0.624007607,0.597517295
33.724,-84.3022,0.350800382,0.798753371,0.801074958,0.628216901,0.597407062
33.668,-84.5512,0.205748244,0.613307939,0.747415726,0.584296277,0.597143247
34.032,-84.3852,0.113160901,0.511722789,0.790504046,0.564084986,0.596509994
33.57,-84.5014,0.18275032,0.604799303,0.821556786,0.596304114,0.59614157
33.836,-84.1528,0.149819898,0.502771908,0.780109152,0.652621968,0.5959689
33.556,-84.4848,0.375842645,0.801224993,0.775526449,0.585801889,0.595560605
33.71,-84.3188,0.271826502,0.694835009,0.773405337,0.670623117,0.595112244
33.794,-84.435,0.293749484,0.843146896,0.904739803,0.545969333,0.595090969
33.598,-84.5014,0.193793906,0.605567459,0.777390108,0.549862867,0.59473034
33.724,-84.4682,0.156197515,0.546219787,0.672894906,0.670623117,0.593931275
34.116,-84.3686,0.196008165,0.500652589,0.816560828,0.718654318,0.5938686
33.738,-84.3022,0.225316202,0.612566969,0.755789492,0.594090839,0.593847723
33.738,-84.4848,0.297312871,0.699715157,0.764571846,0.632922387,0.593493801
34.102,-84.352,0.196008165,0.500652589,0.816560828,0.578550749,0.593203756
33.752,-84.5014,0.144515837,0.544570917,0.784845934,0.630475473,0.593183087
34.046,-84.3022,0.374559751,0.774614236,0.721753619,0.545196039,0.593038587
33.906,-84.4018,0.149819898,0.502771908,0.830694804,0.564730766,0.592606978
33.654,-84.352,0.610191527,0.807768622,0.80709288,0.527910442,0.592382022
33.906,-84.4184,0.067644946,0.457081458,0.727177804,0.667452831,0.592198536
33.892,-84.4184,0.113160901,0.511722789,0.794436873,0.561720953,0.592178181
34.102,-84.2856,0.113160901,0.511722789,0.7746394,0.608549784,0.59209682
33.794,-84.1528,0.156197515,0.546219787,0.673042666,0.534156951,0.591308793
34.102,-84.3188,0.15606654,0.553391393,0.784119365,0.541499093,0.590988212
33.724,-84.0698,0.215110631,0.662545241,0.730174752,0.511013305,0.590928277
33.668,-84.269,0.253279034,0.596029181,0.699245541,0.546419989,0.590569813
33.766,-84.435,0.142544578,0.551953971,0.874093609,0.626131759,0.590213296
33.738,-84.4516,0.234721385,0.779078954,0.856368902,0.572767976,0.589819425
33.864,-84.4184,0.099598159,0.454769871,0.820313488,0.563406058,0.589310907
33.808,-84.435,0.28174645,0.652180101,0.880303184,0.523196301,0.589291427
34.046,-84.269,0.246176621,0.653141166,0.718851546,0.631134396,0.589174671
33.668,-84.2856,0.255940415,0.681236953,0.661081856,0.548818833,0.588228875
34.088,-84.2358,0.099598159,0.454769871,0.751885811,0.560685645,0.58813313
33.668,-84.1694,0.248147495,0.655573648,0.713289153,0.572446285,0.587999322
34.032,-84.2192,0.113160901,0.511722789,0.780301749,0.560495795,0.587694501
33.822,-84.1528,0.303899271,0.632630023,0.710550997,0.566918618,0.587580559
34.032,-84.2026,0.340029446,0.64917409,0.674055836,0.589755453,0.587542622
33.64,-84.5512,0.314162981,0.697287972,0.597184979,0.528243095,0.587089095
34.116,-84.3852,0.067644946,0.457081458,0.729489132,0.541721887,0.586751006
33.668,-84.5014,0.509163639,0.885872675,0.737071579,0.563565145,0.586732276
33.752,-84.103,0.140356417,0.589246776,0.690735247,0.570106258,0.586657403
33.654,-84.5512,0.415582481,0.673723237,0.651270867,0.536770275,0.58662
33.654,-84.2026,0.153316247,0.570006426,0.777322904,0.568492332,0.586470599
34.088,-84.2192,0.067644946,0.457081458,0.729123089,0.511145469,0.586247139
33.682,-84.3022,0.189678658,0.628848341,0.759175562,0.61845856,0.585987401
33.822,-84.1694,0.20090629,0.55510643,0.728012568,0.548944436,0.58591338
33.976,-84.3188,0.196008165,0.500652589,0.819232732,0.548630915,0.58591338
33.752,-84.518,0.424320489,0.782707369,0.822222212,0.592011372,0.585049883
33.808,-84.4516,0.282191208,0.810021759,0.883186263,0.53179542,0.584740355
33.878,-84.4184,0.245809524,0.578611552,0.75439226,0.584461855,0.58466774
34.102,-84.269,0.259052324,0.652791842,0.734039574,0.594283175,0.584450377
33.64,-84.5346,0.314162981,0.697287972,0.597184979,0.574165355,0.584414221
34.032,-84.4018,0.067644946,0.457081458,0.778588016,0.519196467,0.584179693
33.668,-84.1196,0.266632289,0.785985825,0.992407529,0.570638656,0.584089716
33.808,-84.4848,0.598237271,0.939185595,0.782331122,0.573091299,0.584035789
33.654,-84.269,0.326738896,0.661117793,0.716271663,0.546239325,0.583892204
34.046,-84.186,0.305627246,0.728633974,0.685384313,0.568578526,0.583874277
33.71,-84.5346,0.183815409,0.64157234,0.841075707,0.532174597,0.583409935
33.696,-84.3188,0.236114559,0.675862981,0.961899001,0.585689159,0.583356569
33.682,-84.5014,0.161121993,0.692794742,0.753812547,0.673934297,0.583285485
33.752,-84.0864,0.26030607,0.632437964,0.735595615,0.57402423,0.583196738
33.724,-84.5512,0.322235969,0.654101161,0.679585597,0.516919469,0.583072697
33.668,-84.2524,0.326738896,0.661117793,0.716271663,0.546389841,0.581845184
34.102,-84.3022,0.277048738,0.600122371,0.685939479,0.523729111,0.581585149
33.668,-84.103,0.343174256,0.830820067,0.848130305,0.528398983,0.581550556
33.808,-84.4682,0.217342934,0.817340049,0.900645781,0.601107456,0.581377871
33.626,-84.5014,0.237964466,0.640923828,0.597930665,0.52412158,0.58134339
33.682,-84.5512,0.322235969,0.654101161,0.677442917,0.551414025,0.581308927
34.032,-84.1694,0.122111578,0.582961426,0.694935856,0.657558204,0.581222848
33.668,-84.3022,0.251994782,0.674041675,0.613627205,0.608153514,0.581222848
34.004,-84.2358,0.099598159,0.454769871,0.751885811,0.539557174,0.580965302
33.752,-84.1362,0.264840064,0.719400145,0.716184236,0.552138321,0.580913915
33.808,-84.1362,0.302680003,0.658831729,0.579799182,0.547761539,0.580572382
33.822,-84.435,0.227752235,0.652441569,0.642520521,0.545790002,0.580521307
33.738,-84.0698,0.434308599,0.844281424,0.704473886,0.504270381,0.58041928
34.018,-84.2192,0.067644946,0.457081458,0.732450954,0.545166492,0.579508224
33.668,-84.1528,0.380388155,0.648283502,0.558032762,0.546843642,0.579407786
34.032,-84.186,0.122111578,0.582961426,0.694935856,0.66781886,0.579391061
34.116,-84.3354,0.190238144,0.585279834,0.69239618,0.549007334,0.579340914
34.088,-84.2524,0.45804912,0.858054358,0.691287277,0.54869349,0.579257423
33.584,-84.518,0.243783572,0.646491381,0.82975729,0.594928367,0.578758734
33.682,-84.1362,0.450699227,0.825767036,0.74204074,0.663714976,0.578742178
33.696,-84.518,0.341995392,0.649532756,0.800600006,0.594540496,0.57852733
33.752,-84.0698,0.483867756,0.809104297,0.784289131,0.57203506,0.57816537
33.976,-84.3022,0.245809524,0.578611552,0.738725295,0.581544296,0.577496201
33.654,-84.2524,0.347399171,0.774405093,0.783389859,0.602473237,0.57705931
33.794,-84.1362,0.469553739,0.659341536,0.700438695,0.5458796,0.576850012
33.99,-84.2856,0.113160901,0.511722789,0.783286655,0.546570954,0.576689476
33.738,-84.4682,0.15606654,0.553391393,0.781949229,0.565015398,0.576641394
33.682,-84.3188,0.308932822,0.674438613,0.640898115,0.551577888,0.576353656
33.766,-84.5014,0.18275032,0.604799303,0.821780753,0.677398686,0.576098971
33.822,-84.4682,0.598237271,0.939185595,0.782331122,0.552237755,0.575639919
34.102,-84.4184,0.237005323,0.630309495,0.711710846,0.500601215,0.575513862
33.906,-84.435,0.099598159,0.454769871,0.788997912,0.547331462,0.575482387
33.78,-84.1528,0.13894849,0.711424923,0.594432741,0.503658768,0.575027725
33.864,-84.435,0.196008165,0.500652589,0.836627426,0.5652604,0.574980875
33.752,-84.4848,0.142544578,0.551953971,0.878521201,0.584296277,0.57459179
33.682,-84.5346,0.54798878,0.976136525,0.784363715,0.592011372,0.574097196
33.696,-84.5346,0.573377854,0.936915345,0.734240683,0.559854599,0.573928062
33.668,-84.186,0.199655674,0.631763793,0.655254321,0.56360498,0.573545325
34.004,-84.2192,0.067644946,0.457081458,0.732450954,0.541721887,0.573438569
33.822,-84.1362,0.303899271,0.632630023,0.710550997,0.533764908,0.573180047
33.752,-84.4516,0.368436998,0.725595539,0.781514488,0.542933729,0.572967932
33.654,-84.186,0.233051892,0.648104786,0.760454284,0.556994625,0.57278668
33.78,-84.435,0.155839014,0.583208634,0.750971634,0.661661088,0.572590904
33.99,-84.269,0.155319669,0.606004465,0.685392109,0.554881169,0.572126472
33.766,-84.1196,0.105708142,0.540299045,0.677310222,0.609349357,0.572096625
33.878,-84.435,0.067644946,0.457081458,0.72889104,0.535399037,0.572036972
33.626,-84.5512,0.242394043,0.686862928,0.640266249,0.54584972,0.571962485
33.738,-84.518,0.45919563,0.802216862,0.769258107,0.530672277,0.571917835
34.116,-84.2856,0.164901706,0.521775143,0.747006024,0.623412462,0.571606159
33.85,-84.435,0.167040548,0.601134906,0.715542265,0.593707843,0.571310739
33.752,-84.1196,0.282166462,0.634734753,0.711632045,0.577699082,0.571046032
33.738,-84.5512,0.289375729,0.63934769,0.653958436,0.512721864,0.570899448
34.116,-84.3022,0.256504664,0.6322444,0.730585225,0.562734414,0.570811661
33.794,-84.4516,0.243783572,0.646491381,0.834285879,0.549070297,0.57065103
34.102,-84.2524,0.335196516,0.604135852,0.806240553,0.54353453,0.57059272
33.836,-84.435,0.067644946,0.457081458,0.772066266,0.761614956,0.570418113
33.92,-84.435,0.099598159,0.454769871,0.788997912,0.568020357,0.570360015
33.598,-84.518,0.347669592,0.809471905,0.77982975,0.640313526,0.570142627
33.654,-84.103,0.350055823,0.764685904,0.999771566,0.56265587,0.570084783
33.892,-84.435,0.067644946,0.457081458,0.72889104,0.558115545,0.570041435
33.612,-84.5014,0.150341719,0.580241119,0.696595016,0.535148534,0.569954827
33.78,-84.1362,0.113160901,0.511722789,0.774740021,0.554881169,0.569724448
33.654,-84.1694,0.248147495,0.655573648,0.713289153,0.534675469,0.569323294
33.99,-84.3022,0.364156539,0.604906704,0.691239271,0.572126215,0.568938861
33.556,-84.5014,0.285474043,0.762938389,0.882745531,0.545730343,0.568867924
33.836,-84.4516,0.099598159,0.454769871,0.743570297,0.5652604,0.568373593
34.116,-84.269,0.298771493,0.656865473,0.644404508,0.621560896,0.568162914
33.766,-84.4516,0.142544578,0.551953971,0.903971701,0.559034509,0.567535067
33.57,-84.518,0.433698058,0.819471162,0.824376444,0.568105908,0.567465691
34.018,-84.2026,0.169672267,0.605566458,0.725546285,0.558006178,0.566872184
34.116,-84.3188,0.190238144,0.585279834,0.69239618,0.630148322,0.566830983
33.976,-84.269,0.067644946,0.457081458,0.732770238,0.543448334,0.566680149
33.668,-84.5678,0.143025419,0.589603657,0.70156852,0.525782376,0.566379558
33.71,-84.5512,0.305627246,0.728633974,0.685124783,0.589695546,0.56620261
34.116,-84.352,0.190393911,0.536868949,0.775856226,0.557824328,0.565931349
33.78,-84.4516,0.162103186,0.58098815,0.787268013,0.595318528,0.56567473
34.102,-84.4018,0.226498669,0.610758645,0.729719807,0.510635037,0.565647779
33.766,-84.103,0.262870426,0.627177465,0.703355321,0.579927018,0.565419155
33.794,-84.4848,0.269680962,0.657208578,0.634474206,0.624507495,0.565285058
33.794,-84.4682,0.142544578,0.551953971,0.880150677,0.602400654,0.564711683
33.766,-84.518,0.317166984,0.698076951,0.790996183,0.559667262,0.564632092
34.018,-84.186,0.140356417,0.589246776,0.693596457,0.60991473,0.564512894
33.654,-84.5678,0.300918055,0.703730635,0.686366271,0.543247688,0.563619542
33.752,-84.5346,0.183815409,0.64157234,0.836907783,0.612476766,0.562970699
33.752,-84.4682,0.192616122,0.652618613,0.809181855,0.609591082,0.562584599
33.976,-84.2856,0.113160901,0.511722789,0.794284661,0.550860148,0.562239137
33.682,-84.5678,0.21671645,0.667182677,0.765309923,0.565301328,0.562188119
33.612,-84.518,0.253279034,0.596029181,0.697793433,0.579209724,0.561946352
33.584,-84.5346,0.155839014,0.583208634,0.747867285,0.566084045,0.561718172
33.598,-84.5346,0.32295731,0.840003069,0.809830803,0.560080149,0.561680222
33.738,-84.0532,0.459452455,0.804610143,0.72317063,0.490276829,0.56162966
33.626,-84.518,0.534765782,0.904298591,0.793922043,0.523503095,0.561591763
34.13,-84.3022,0.067644946,0.457081458,0.73315924,0.536156936,0.561541272
33.668,-84.1362,1.000000077,0.848933656,0.728685274,0.606978467,0.560913553
33.836,-84.1362,0.113160901,0.511722789,0.790504046,0.606052948,0.560353961
34.004,-84.2026,0.067644946,0.457081458,0.732450954,0.575114245,0.560255002
33.654,-84.1528,0.451518828,0.751847609,0.623754624,0.526576766,0.560168542
34.018,-84.3852,0.15606654,0.553391393,0.787256015,0.602764358,0.559885301
34.088,-84.4018,0.113160901,0.511722789,0.78054947,0.486120924,0.559603345
33.794,-84.5014,0.249476953,0.673324351,0.673119479,0.55340987,0.559334839
33.78,-84.5014,0.248473108,0.677199266,0.80675493,0.652027862,0.558946343
34.13,-84.352,0.067644946,0.457081458,0.73315924,0.539449618,0.558861683
33.85,-84.4516,0.190393911,0.536868949,0.778394939,0.535198551,0.557735863
33.78,-84.518,0.206894398,0.586735235,0.871501944,0.55596409,0.557605444
33.766,-84.4848,0.268473345,0.718023261,0.584079645,0.576125981,0.556385784
34.13,-84.3354,0.067644946,0.457081458,0.73315924,0.525463378,0.556350956
33.626,-84.5346,0.321262528,0.811209817,0.835751965,0.517823205,0.556258176
33.626,-84.5678,0.281627217,0.700778915,0.637918173,0.531020969,0.555853898
34.13,-84.3188,0.185885665,0.569082179,0.721591989,0.546904407,0.555692923
33.766,-84.0864,0.143025419,0.589603657,0.702683171,0.580392388,0.555475128
33.64,-84.5678,0.300914532,0.689476646,0.640522693,0.556637325,0.555360806
33.766,-84.0698,0.306420729,0.771453624,0.678525834,0.580913436,0.555303725
33.696,-84.5512,0.202787823,0.630116728,0.656614624,0.549799082,0.555087297
33.724,-84.5678,0.322726529,0.68284777,0.683864233,0.550925052,0.555064559
33.738,-84.5678,0.239110171,0.645768845,0.674952725,0.516663849,0.554894291
33.654,-84.1196,0.402833389,0.795823798,0.925927005,0.588449995,0.554747106
34.13,-84.2856,0.149819898,0.502771908,0.78036772,0.580340515,0.554240317
33.766,-84.0532,0.273588751,0.732565567,0.695441326,0.60232815,0.55342696
33.542,-84.5014,0.38776288,0.745056717,0.869523114,0.495396585,0.553250117
33.78,-84.103,0.224917878,0.652530639,0.773326238,0.682132436,0.553183933
33.556,-84.518,0.318448283,0.754241587,0.90767496,0.621081776,0.552843109
34.004,-84.186,0.15606654,0.553391393,0.787310357,0.56827736,0.552733568
33.612,-84.5346,0.302738073,0.754638567,0.730202535,0.537754479,0.552471464
33.57,-84.5346,0.243783572,0.646491381,0.82975729,0.546059197,0.552123723
33.78,-84.1196,0.403800207,0.682694123,0.545156524,0.545403264,0.552112887
33.654,-84.1362,0.657487066,0.835323858,0.69898413,0.635692566,0.551853416
33.794,-84.1196,0.395886806,0.668651979,0.755656582,0.577798694,0.551391256
33.584,-84.5512,0.534765782,0.904298591,0.792338621,0.576809467,0.551081525
33.556,-84.5346,0.465699188,0.877276501,0.788580145,0.561720953,0.550709785
33.654,-84.5844,0.281027843,0.677433034,0.692225575,0.55642393,0.55047727
34.13,-84.269,0.099598159,0.454769871,0.751885811,0.563924575,0.550319244
33.808,-84.1196,0.299268486,0.637288049,0.637680799,0.532580156,0.550298204
33.766,-84.5346,0.224432664,0.662545971,0.866343938,0.526274915,0.549732859
33.64,-84.1694,0.260048049,0.641385454,0.695164937,0.50416798,0.549524791
33.696,-84.5678,0.305627246,0.728633974,0.687847527,0.589815415,0.54877131
33.752,-84.5512,0.183815409,0.64157234,0.836907783,0.533813771,0.548546048
33.766,-84.4682,0.142544578,0.551953971,0.903971701,0.598047968,0.547875212
33.542,-84.518,0.392058963,0.766746263,0.747127379,0.526555153,0.547834792
33.78,-84.4848,0.317166984,0.698076951,0.790409377,0.552270935,0.547502345
33.682,-84.5844,0.167040548,0.601134906,0.714755381,0.585296134,0.547462172
33.78,-84.4682,0.206894398,0.586735235,0.815647817,0.556637325,0.547261702
33.64,-84.5844,0.18404037,0.669140349,0.740440991,0.736908916,0.547041947
33.724,-84.5844,0.276478928,0.700212885,0.753374933,0.521112637,0.546614705
33.752,-84.0366,0.385285565,0.83200582,0.696358844,0.536539533,0.546387407
33.668,-84.5844,0.299942947,0.648105452,0.728899365,0.534403298,0.546288847
33.598,-84.5512,0.284400696,0.740244294,0.761163557,0.5678496,0.54452249
33.64,-84.1196,0.366852262,0.752876985,0.768417816,0.565056167,0.544321955
33.612,-84.5512,0.260903,0.734661613,0.804683418,0.52886914,0.543620564
34.144,-84.3188,0.185885665,0.569082179,0.721591989,0.519139383,0.543611142
33.57,-84.5512,0.322940231,0.858592918,0.96504125,0.559294274,0.543188634
34.144,-84.2856,0.149819898,0.502771908,0.78036772,0.539235081,0.542824838
33.78,-84.0864,0.303312097,0.661032969,0.809377699,0.543161902,0.542435496
33.696,-84.5844,0.167040548,0.601134906,0.714755381,0.567764395,0.542149728
33.612,-84.5678,0.212927833,0.742632683,0.806035668,0.533838218,0.542048651
34.144,-84.352,0.099598159,0.454769871,0.748976884,0.572308915,0.54137306
33.64,-84.1362,0.300825127,0.714646557,0.588630365,0.561566485,0.539999848
33.64,-84.103,0.424320489,0.782707369,0.821180385,0.54353453,0.539884603
33.99,-84.2026,0.15606654,0.553391393,0.787310357,0.534799595,0.539681253
34.144,-84.3354,0.149819898,0.502771908,0.827480978,0.600894334,0.538979267
34.144,-84.269,0.196008165,0.500652589,0.819504267,0.528354401,0.538813747
