X,Y,j1,r1,e1,s1,m1
34.018,-84.3354,0.260048049,0.641385454,0.693713156,0.638087066,0.645575411
33.822,-84.186,0.142544578,0.551953971,0.866557949,0.601607398,0.645531159
34.018,-84.2524,0.099598159,0.454769871,0.748683408,0.630914066,0.645266217
33.696,-84.1196,0.275026795,0.67860539,0.731348014,0.62233447,0.645266217
34.088,-84.2026,0.164901706,0.521775143,0.757622521,0.533813771,0.644477216
33.696,-84.435,0.341995392,0.649532756,0.792654771,0.742907749,0.643956003
33.71,-84.3354,0.474930466,0.791687267,0.756261212,0.60182281,0.643912739
33.892,-84.2358,0.379589623,0.785986189,0.677098086,0.745336482,0.643481537
33.668,-84.3354,0.266163727,0.714179733,0.654001186,0.522931716,0.64305292
33.668,-84.2192,0.357343172,0.792226677,0.760147693,0.590721488,0.642626859
33.71,-84.1528,0.24766422,0.634638607,0.63612037,0.594090839,0.642414777
33.808,-84.3188,0.38811101,0.885837589,0.78243196,0.609028393,0.641740322
33.906,-84.3188,0.113160901,0.511722789,0.787574431,0.552171448,0.641530856
34.004,-84.3354,0.335196516,0.604135852,0.801269312,0.532556222,0.641405472
33.724,-84.3354,0.509466092,0.799659126,0.658489012,0.623313765,0.640204664
34.074,-84.3354,0.254369481,0.613200671,0.637175514,0.555298113,0.639917825
33.766,-84.1528,0.136820133,0.570530989,0.742848531,0.615226671,0.639104604
34.046,-84.2524,0.067644946,0.457081458,0.734487034,0.56554745,0.639104604
33.724,-84.0864,0.241459683,0.652879908,0.681088857,0.549926719,0.638943072
33.738,-84.2026,0.461986433,0.846857619,0.753696972,0.581386002,0.638781905
33.976,-84.3354,0.13894849,0.711424923,0.594266962,0.613580577,0.638661271
33.738,-84.4184,0.525051246,0.938037649,0.871783375,0.643132882,0.638500742
33.948,-84.352,0.105708142,0.540299045,0.67745938,0.577599625,0.638420614
33.682,-84.2192,0.250979761,0.67083936,0.673336234,0.589456464,0.638140877
33.878,-84.352,0.099598159,0.454769871,0.751885811,0.536284196,0.638061154
33.92,-84.3022,0.113160901,0.511722789,0.787574431,0.595188219,0.637901977
34.032,-84.3188,0.4758245,0.683154397,0.835671966,0.550633531,0.637901977
33.598,-84.4848,0.260134142,0.626187721,0.692310705,0.648986407,0.637822522
34.046,-84.2192,0.226584444,0.67268557,0.684214523,0.576223176,0.637624275
33.948,-84.2856,0.340029446,0.64917409,0.674055836,0.58501685,0.637032838
33.724,-84.1196,0.319343433,0.713242763,0.668379698,0.589755453,0.636993584
34.032,-84.3354,0.307737769,0.714380137,0.690493429,0.617545426,0.636954352
33.64,-84.2358,0.247907474,0.654534543,0.739619608,0.547699912,0.636719415
33.64,-84.4682,0.314133912,0.653231042,0.830105916,0.543880547,0.636680334
33.934,-84.352,0.10334105,0.541682304,0.682585529,0.568492332,0.636563222
33.738,-84.1528,0.335613722,0.788976136,0.73009657,0.606206321,0.636524227
33.738,-84.2192,0.346034236,0.705262193,0.699746006,0.612224563,0.636329577
33.71,-84.435,0.206894398,0.586735235,0.840270145,0.574828095,0.636329577
33.668,-84.4848,0.278098625,0.645043451,0.684393629,0.621560896,0.636251867
33.738,-84.2856,0.236683496,0.673563687,0.597309854,0.581070573,0.636213044
33.822,-84.2026,0.15606654,0.553391393,0.784272144,0.645390333,0.635864593
33.752,-84.4184,0.417889761,0.815506639,0.625720137,0.7141672,0.635710275
33.836,-84.4018,0.099598159,0.454769871,0.751885811,0.580392388,0.635710275
33.724,-84.2192,0.335196516,0.604135852,0.800876413,0.769778891,0.634905597
33.836,-84.2192,0.216435208,0.652705563,0.642574542,0.638944636,0.634829437
33.962,-84.269,0.196008165,0.500652589,0.853241496,0.654587107,0.63460145
34.088,-84.3354,0.190393911,0.536868949,0.775748537,0.629606442,0.634563524
33.864,-84.2358,0.190238144,0.585279834,0.689741613,0.582932653,0.634563524
33.864,-84.2524,0.403800207,0.682694123,0.545125266,0.719367626,0.634487732
33.724,-84.1362,0.40292663,0.729011123,0.713471136,0.595253341,0.634449867
34.06,-84.1694,0.324420488,0.645496115,0.651427,0.551479517,0.634412023
33.654,-84.3686,0.271669809,0.761509848,0.768511668,0.558006178,0.634374198
33.752,-84.2856,0.252065462,0.629629843,0.703836243,0.603130047,0.634336393
33.64,-84.5014,0.206894398,0.586735235,0.814061135,0.534650673,0.63392188
33.934,-84.3188,0.303861007,0.662460293,0.709274553,0.627166532,0.633809252
34.074,-84.4018,0.067644946,0.457081458,0.733593243,0.634293867,0.63362194
34.046,-84.3852,0.099598159,0.454769871,0.749851338,0.56265587,0.633323272
33.654,-84.5346,0.26030607,0.632437964,0.734428755,0.531512625,0.633211598
33.92,-84.2856,0.429961923,0.806982841,0.802819741,0.617273838,0.633100101
33.668,-84.518,0.371381148,0.821234495,0.770001338,0.552603729,0.632951712
33.85,-84.3022,0.481095164,0.975691448,0.785773083,0.570683224,0.632877635
33.682,-84.3852,0.38776288,0.745056717,0.868742242,0.606900853,0.63254525
33.85,-84.1694,0.237005323,0.630309495,0.709499229,0.569973855,0.632177769
33.752,-84.2026,0.697466443,0.869458706,0.902174132,0.584794283,0.632031313
33.92,-84.352,0.105708142,0.540299045,0.684948945,0.562186663,0.631921671
34.074,-84.2358,0.067644946,0.457081458,0.725434924,0.658846297,0.631448524
34.046,-84.352,0.150319128,0.587574749,0.731658935,0.552904794,0.631448524
33.724,-84.2358,0.288415085,0.678525985,0.546995135,0.609268973,0.631267391
34.06,-84.3686,0.190393911,0.536868949,0.768996594,0.571717048,0.631014587
33.864,-84.269,0.287483485,0.684521791,0.71109027,0.604989013,0.630726782
33.878,-84.4018,0.067644946,0.457081458,0.735012298,0.611806289,0.630655014
34.018,-84.3022,0.305627246,0.728633974,0.687742923,0.567551885,0.630404406
33.878,-84.269,0.36233511,0.79212859,0.747670296,0.622724526,0.63019031
33.682,-84.269,0.402833389,0.795823798,0.925218034,0.546299486,0.62972867
34.046,-84.3686,0.280067441,0.621171588,0.746733477,0.598252161,0.629375624
33.668,-84.3188,0.255418451,0.680079219,0.621164215,0.554467025,0.629305227
33.738,-84.103,0.347158362,0.640369336,0.65765211,0.552270935,0.629094463
33.668,-84.3686,0.477513267,0.734170485,0.78652692,0.612392595,0.628989319
33.682,-84.2026,0.10334105,0.541682304,0.682843029,0.634989751,0.628535515
33.71,-84.1362,0.329588366,0.727119458,0.682775256,0.582986651,0.628431208
34.046,-84.1528,0.315700078,0.631665793,0.606920929,0.534725088,0.628361756
34.088,-84.3022,0.15606654,0.553391393,0.784119365,0.587227728,0.627946493
34.032,-84.3022,0.304806552,0.720052605,0.593216622,0.611722943,0.627396625
33.626,-84.4682,0.144515837,0.544570917,0.832826952,0.567044763,0.626987051
33.71,-84.4516,0.294484277,0.682695116,0.707199279,0.655512328,0.626783164
33.934,-84.4018,0.245809524,0.578611552,0.738921954,0.606283138,0.62674924
33.654,-84.4848,0.261319826,0.699573838,0.609586947,0.590965235,0.62651224
33.668,-84.5346,0.525881312,0.931963873,0.646853661,0.521171707,0.626444673
33.752,-84.186,0.375842645,0.801224993,0.776324195,0.563844523,0.626276042
33.738,-84.3354,0.291430855,0.78061853,0.787098694,0.656292427,0.626074224
33.836,-84.3354,0.218220977,0.712638595,0.73698756,0.628641517,0.625106941
33.766,-84.186,0.310319686,0.619132609,0.672057875,0.616198118,0.624842458
33.836,-84.3188,0.407153522,0.802027902,0.690608137,0.700068892,0.624743535
33.766,-84.2192,0.299268486,0.637288049,0.640576435,0.589995631,0.62448043
33.878,-84.2524,0.288989607,0.701343941,0.622623974,0.587516675,0.624218318
34.102,-84.3686,0.067644946,0.457081458,0.729489132,0.613324259,0.624185623
34.004,-84.269,0.261327349,0.554250384,0.723209136,0.541610387,0.624022382
33.682,-84.4018,0.144515837,0.544570917,0.803488181,0.638698557,0.623664598
33.724,-84.4848,0.2002481,0.629823127,0.736959872,0.579158794,0.623534952
