origin_place_id,destination_place_id,duration_text,duration_value,distance_text,distance_value
ChIJzZBrQcEF9YgR5Kubbeiim0U,ChIJyRb7_u-n9YgRaFRK94xpvAo,49 mins,2956,9.1 mi,14668
ChIJ09drPFoF9YgRm8EhOiNNsV8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 47 mins,6413,21.8 mi,35034
ChIJ09drPFoF9YgRWwZpt4TGl3U,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 47 mins,6413,21.8 mi,35034
ChIJ3dj-pPgP9YgRe4Sp3-TNDhw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 46 mins,6368,21.8 mi,35015
ChIJ97VI9VoF9YgRwYiYlTfhC6U,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 43 mins,6195,22.0 mi,35457
ChIJa08eqiUF9YgR8TYVPqDVwGc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 40 mins,6004,16.2 mi,26092
ChIJCQcCUc4a9YgRaN91BKQ6s3Y,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 29 mins,5344,22.5 mi,36203
ChIJedSMsCUF9YgRKP0PSCjW6O8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 40 mins,6004,16.2 mi,26092
ChIJIRy-zDoF9YgRywiG-ddiN3c,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 42 mins,6122,16.3 mi,26252
ChIJN8iGSh8F9YgRxJc7UCW1ZJQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 40 mins,6004,20.8 mi,33470
ChIJTxUEElYF9YgR4vrM64oRNJU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 44 mins,6253,21.7 mi,34877
ChIJ_2uXnFAP9YgRHrWUXkVukLo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 10 mins,4179,12.9 mi,20766
ChIJ4wF0BFkP9YgRnKTWAzg9yaY,ChIJyRb7_u-n9YgRaFRK94xpvAo,55 mins,3326,11.6 mi,18651
ChIJ7UzZAFYP9YgRVDhk2T1Weak,ChIJyRb7_u-n9YgRaFRK94xpvAo,53 mins,3163,12.1 mi,19501
ChIJCWk2bFUP9YgR4iC3X9o6T5Q,ChIJyRb7_u-n9YgRaFRK94xpvAo,51 mins,3048,12.0 mi,19326
ChIJe4dvDVQP9YgRGP-PmfaxAhU,ChIJyRb7_u-n9YgRaFRK94xpvAo,57 mins,3392,12.3 mi,19804
ChIJe4dvDVQP9YgRyBXxJjF9rdM,ChIJyRb7_u-n9YgRaFRK94xpvAo,55 mins,3328,12.3 mi,19730
ChIJEc6gGa0I9YgRf2J1pa1m_GY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 2 mins,3720,11.1 mi,17936
ChIJI5sLCVkP9YgR19V5RiDmOEE,ChIJyRb7_u-n9YgRaFRK94xpvAo,57 mins,3405,11.6 mi,18748
ChIJj4snVVQP9YgRNEH8W85VcgM,ChIJyRb7_u-n9YgRaFRK94xpvAo,58 mins,3462,12.3 mi,19855
ChIJlX9aRlQP9YgRI2Maen0Oafs,ChIJyRb7_u-n9YgRaFRK94xpvAo,56 mins,3348,12.3 mi,19753
ChIJNSJrSVoP9YgRSMZZpz_ahDM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 11 mins,4271,13.0 mi,20871
ChIJVav4k6kI9YgRW0cuV9IUq9U,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 5 mins,3871,12.7 mi,20407
ChIJ0wjWWBcQ9YgRFKBVlWnHDBk,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 38 mins,5883,20.0 mi,32114
ChIJ3fi9ZRgQ9YgRR1Iz2sLbaT4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 41 mins,6088,20.1 mi,32323
ChIJ81kKxUgQ9YgRs6JPuObL9qw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 39 mins,5968,21.5 mi,34593
ChIJETSoBToF9YgRVXsdK1M0-LQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 35 mins,5713,21.5 mi,34628
ChIJg2och1oF9YgR25HGHDJ-rgc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 42 mins,6141,21.9 mi,35304
ChIJh4wNJTcQ9YgR25e_17Ys1-E,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 47 mins,6447,21.8 mi,35086
ChIJN7qUv1kF9YgRvYRaPgbkBGI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 46 mins,6344,21.7 mi,34926
ChIJNamvRfoP9YgRCjDSqnrAG6Q,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 41 mins,6071,21.0 mi,33773
ChIJS80trzAQ9YgRa-f8dpVrOEw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 45 mins,6302,21.7 mi,34864
ChIJS80trzAQ9YgRFt2WgzY3VH8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 48 mins,6489,22.7 mi,36539
ChIJt6bWWDIQ9YgRTs1TY5hNY7I,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 51 mins,6634,26.9 mi,43336
ChIJW0mGkB4F9YgRHMJuzeSOl_A,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 25 mins,5094,20.4 mi,32904
ChIJ0ULcmIoL9YgRgRwa739OLWg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 27 mins,5201,20.2 mi,32489
ChIJ1yE_UWYJ9YgRPVkQxK-9Slg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 21 mins,4837,18.1 mi,29143
ChIJ5YknlW0M9YgRT3Oka9cmBHw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 59 mins,7160,27.7 mi,44572
ChIJ70s6LBgM9YgRDRzN-AQ1yYw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 45 mins,6322,21.3 mi,34316
ChIJ7R-kJAUM9YgRusIQgCq7rFU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 37 mins,5840,19.6 mi,31594
ChIJFdbmU_gL9YgRywc3Eql5hyY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 14 mins,4450,19.6 mi,31542
ChIJFwQu8XkM9YgR3rMXxBjViHk,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 40 mins,5970,25.7 mi,41320
ChIJG92kx8MO9YgRjCqZiUEeji4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 47 mins,6408,16.1 mi,25841
ChIJkQOvpE4J9YgRVR5zS5M212A,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 21 mins,4854,21.8 mi,35076
ChIJmQiIigkM9YgRzCnoX3duOL4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 21 mins,4839,19.9 mi,31966
ChIJo4f0cZUO9YgRz3Z--bpsNBQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 41 mins,6031,16.5 mi,26479
ChIJobToEGYM9YgROU5Lu-5ulKQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 3 mins,7406,28.3 mi,45533
ChIJpx0Vo1IJ9YgRspDRNCTBxEs,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 16 mins,4535,17.9 mi,28833
ChIJqTY1k3MM9YgRk_uEy1w9eMc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 40 mins,6013,20.8 mi,33507
ChIJ-S6Y7hYM9YgRf5YZJaXu9nw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 49 mins,6527,27.5 mi,44208
ChIJU1kUKVoJ9YgRB5yYSb5DKBM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 14 mins,4463,17.9 mi,28778
ChIJVX5g0Mbdw4kRNe8XnaaMvq8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 36 mins,5764,19.6 mi,31603
ChIJW89rg-0O9YgR0M_lvzaIzug,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 44 mins,6266,16.3 mi,26212
ChIJw8diUbEO9YgRgF9oYHkWOUk,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 27 mins,5204,18.3 mi,29403
ChIJWygePuIL9YgRQ-m8XytimhU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 27 mins,5214,19.3 mi,31120
ChIJx6S6BWcJ9YgRqSl8cKNcGzs,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 24 mins,5028,18.3 mi,29411
ChIJXdM5CxwM9YgRXERZmRFDgD0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 44 mins,6264,25.9 mi,41734
ChIJyzQbo3MM9YgRKWe4YozhKeM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 39 mins,5943,20.8 mi,33450
ChIJZSTHNWYM9YgRpq_i-mk6nOg,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 2 mins,7305,28.2 mi,45350
ChIJ_____zsG9YgRX6lCgVSK2oA,ChIJyRb7_u-n9YgRaFRK94xpvAo,44 mins,2659,11.2 mi,18003
ChIJ7aI0m9QH9YgRxiGckNNu9Ak,ChIJyRb7_u-n9YgRaFRK94xpvAo,46 mins,2756,9.4 mi,15107
ChIJAbvZjBkG9YgRrfe24yfNoys,ChIJyRb7_u-n9YgRaFRK94xpvAo,50 mins,3012,10.3 mi,16522
ChIJbZJlb5wI9YgR9e--MYpHi80,ChIJyRb7_u-n9YgRaFRK94xpvAo,49 mins,2919,9.4 mi,15163
ChIJc5-eQywG9YgRZ8kcLMDCC8k,ChIJyRb7_u-n9YgRaFRK94xpvAo,48 mins,2866,9.7 mi,15567
ChIJDy-09SMG9YgRd_OqU2zpN98,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 8 mins,4063,11.1 mi,17891
ChIJIZQLKGoG9YgRKbEH2xAbUu0,ChIJyRb7_u-n9YgRaFRK94xpvAo,33 mins,1987,6.5 mi,10391
ChIJjSdS3rQH9YgR0GD4IyzFIPs,ChIJyRb7_u-n9YgRaFRK94xpvAo,24 mins,1453,4.8 mi,7798
ChIJjWWNUjoG9YgRJ1Rmz-ZYpT8,ChIJyRb7_u-n9YgRaFRK94xpvAo,53 mins,3191,10.5 mi,16941
ChIJLXidPjQG9YgRfvwfVWHnsVU,ChIJyRb7_u-n9YgRaFRK94xpvAo,39 mins,2347,5.6 mi,8960
ChIJM3idPjQG9YgRGgMGYOsXhsE,ChIJyRb7_u-n9YgRaFRK94xpvAo,32 mins,1944,5.3 mi,8454
ChIJtRepayoG9YgRU30mw28fKeE,ChIJyRb7_u-n9YgRaFRK94xpvAo,45 mins,2671,11.1 mi,17852
ChIJyQbtDTAG9YgRZdYYKW5SWpQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,51 mins,3059,10.3 mi,16655
ChIJYzx1rS0G9YgRDf4abUG7BZY,ChIJyRb7_u-n9YgRaFRK94xpvAo,49 mins,2942,9.8 mi,15826
ChIJ-3vZApse9YgR-2x7VO8Gtf0,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 5 mins,7528,24.5 mi,39490
ChIJ7fFNK-nh9IgR6fRrwlpzFT4,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 4 mins,7414,34.2 mi,55100
ChIJDRQp4asf9YgR-kZFTeQKqMk,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 26 mins,8757,28.3 mi,45552
ChIJ-dWrBJse9YgRN1s3-UKYsbM,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 8 mins,7658,24.5 mi,39399
ChIJ-fR4NPMd9YgRg_sWMaqK2hA,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJh8rlNHHi9IgRvH0ywfmoZTo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 49 mins,6543,30.4 mi,48972
ChIJj6mqAN3h9IgRZF0QN189OcU,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 17 mins,8195,34.8 mi,56067
ChIJkTEAv38e9YgRCEekph-2RNw,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 1 min,7247,28.5 mi,45888
ChIJm8SR6Doc9YgRu3nOllVva6M,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 48 mins,6487,23.8 mi,38317
ChIJmVmXNQ889YgRVjheVc5aW8g,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 41 mins,6058,24.1 mi,38816
ChIJmW1wWxIg9YgRaBlhPy8AyUk,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJr-AV544d9YgRh3n3yBdcrr8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 39 mins,5912,24.0 mi,38643
ChIJRcSawDIc9YgR8Rf0Y-o4FJk,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 53 mins,6800,27.5 mi,44318
ChIJrWrn7S0c9YgRWOb6yUw-Sj0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 50 mins,6611,27.5 mi,44239
ChIJs_T94Twc9YgRRC64vK-x9NE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 44 mins,6227,23.0 mi,37030
ChIJSQAZ_Zoe9YgRguNzjL-Sulw,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 9 mins,7718,24.7 mi,39729
ChIJv5AcRJEf9YgR7mYyDXFAfZM,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 32 mins,9146,30.4 mi,48896
ChIJW816vAkc9YgREy9GnLijbVQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 35 mins,5721,22.2 mi,35689
ChIJXbFKEgvi9IgRd2m6A0xz8k4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 49 mins,6532,30.7 mi,49397
ChIJXQxO6RIg9YgRXuYBKNpq47Y,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJy3Jf5xDi9IgRC9TptBw6HM8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 46 mins,6383,28.9 mi,46539
ChIJzfign-Yd9YgRQd5vgfJKek4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 55 mins,6887,29.2 mi,47007
ChIJ1yj7vW0E9YgRtbwUb-PwJTY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 11 mins,4282,18.2 mi,29319
ChIJ3xiOWHIE9YgRtprVpqd9XbI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 21 mins,4853,18.9 mi,30471
ChIJ8QQ4pnME9YgRuWWISbxlSpo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 15 mins,4489,18.7 mi,30029
ChIJD0Z-VG4E9YgRaEh0O7-_CGg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 3 mins,3770,17.8 mi,28675
ChIJd3BEXW4E9YgRETdcWQdXtxw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 5 mins,3873,17.9 mi,28822
ChIJdxCs1WQE9YgRAa7aoLrMgwg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 1 min,3663,17.8 mi,28573
ChIJeVwPTGwE9YgRVoLQt21YZ7Y,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 8 mins,4098,18.1 mi,29054
ChIJE-xewnEE9YgR4cwBzKD4qBo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 7 mins,4032,18.0 mi,29032
ChIJE-xewnEE9YgR5fc5P36zMa4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 7 mins,4036,18.0 mi,29039
ChIJEz8P2G0E9YgR904FTfStLo8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 6 mins,3989,18.0 mi,28951
ChIJI1qSLW0E9YgRqdRJa0rBDfQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 12 mins,4318,18.3 mi,29383
ChIJla4DuXwE9YgR3yCtvTqd2WA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 10 mins,4198,18.2 mi,29250
ChIJn1b6XW4E9YgR50q8c90fnZc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 5 mins,3878,17.9 mi,28830
ChIJo0YKQ28E9YgRGLjQjVGmGlQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 2 mins,3741,17.8 mi,28690
ChIJOUonqHAE9YgRir5CGBoKHRc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 3 mins,3774,18.1 mi,29176
ChIJr7zKzGcE9YgRruPzIkImKgc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 1 min,3681,17.2 mi,27752
ChIJS5N0VGME9YgR2ceU70RzXCU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 3 mins,3761,17.8 mi,28657
ChIJucyj5G4E9YgRKbzrbsQTSRc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 3 mins,3766,17.8 mi,28671
ChIJW753I3EE9YgRMSMt73h22A8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 9 mins,4124,18.3 mi,29512
ChIJW753I3EE9YgRPIrVZI9jerE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 10 mins,4178,18.4 mi,29568
ChIJX7tx_GgE9YgRAOWMgxKNZII,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 4 mins,3830,17.4 mi,27984
ChIJ7arXRw8b9YgRsa2djfUHQ6U,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 38 mins,5898,21.9 mi,35190
ChIJ90XG4wYf9YgRTAGqX5RvXz8,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 5 mins,7470,31.9 mi,51302
ChIJ944MqJcb9YgRTqQqqbWx3qo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 49 mins,6522,23.4 mi,37608
ChIJbd9rjykZ9YgRckz0Sa1A9RA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 44 mins,6261,26.3 mi,42316
ChIJc9Xqwdch9YgRmghkabY13io,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJGbPbVz4Z9YgRLcE1axgkZdw,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 11 mins,7875,27.2 mi,43723
ChIJjXV6RL8e9YgRgiaXuEIquJ0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 53 mins,6802,30.2 mi,48552
ChIJpbweIwgf9YgRVkCRYEe9Fus,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 19 mins,8358,28.2 mi,45386
ChIJQWoFiD4Z9YgReHurOBz9reM,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 5 mins,7520,30.5 mi,49006
ChIJrWsmACYZ9YgRJVDIVzuuc4k,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 47 mins,6395,26.4 mi,42475
ChIJrWsmACYZ9YgRZ0cGSU7n0HQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 56 mins,6946,30.5 mi,49136
ChIJUZE17Qkf9YgRyZgHcuZFcaQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 18 mins,8303,28.2 mi,45322
ChIJv138xBgZ9YgRE93mz7QCYiE,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 26 mins,8766,31.1 mi,49995
ChIJ2e4G7J_i9IgRincdA8V92Fg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 30 mins,5375,22.8 mi,36686
ChIJ2-HJchjj9IgRGmw19ul-F3Q,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 43 mins,6170,27.3 mi,43865
ChIJ543ZSbPi9IgRVhYANtrcV14,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 35 mins,5708,23.9 mi,38469
ChIJ8Y_NOfXi9IgRzBzvsK8736Q,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 37 mins,5824,25.8 mi,41563
ChIJA33IZl3i9IgRMEXrJZ3VNe8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 44 mins,6265,26.7 mi,42974
ChIJaTaiAh_j9IgRoxEeIFC1WAo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 35 mins,5677,25.2 mi,40592
ChIJcd1dj_Pi9IgRhQK0SXkHw1c,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 38 mins,5851,25.3 mi,40777
ChIJcfnlGTrj9IgRJz24JmspOqo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 46 mins,6347,28.1 mi,45207
ChIJCTFcYDvj9IgRBm2yIjyUF0U,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 45 mins,6310,27.5 mi,44325
ChIJFR8wgpji9IgR3aIvnCquR20,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 43 mins,6178,23.8 mi,38339
ChIJHeWMqyTj9IgR5MM5-mtLUgc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 39 mins,5958,27.5 mi,44183
ChIJHQLzYU3i9IgRqVRQAIGBbE0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 45 mins,6272,27.6 mi,44478
ChIJiy4dmKfj9IgRpLTsQerwiIc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 45 mins,6321,26.8 mi,43077
ChIJk7Y0_1vi9IgRS4iz1Z2eBRw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 44 mins,6257,26.7 mi,42966
ChIJKTc_mwHj9IgRA0jhgiU6mpE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 37 mins,5821,25.4 mi,40929
ChIJoYQ7eU3i9IgR427u5u0AGYU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 45 mins,6281,27.6 mi,44492
ChIJp50QFl7i9IgRargt4McMnrg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 39 mins,5947,25.9 mi,41677
ChIJp50QFl7i9IgRkbqWBK6rxlU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 39 mins,5947,25.9 mi,41677
ChIJuUkhYI3i9IgREgk-OOFtzT8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 34 mins,5654,25.2 mi,40524
ChIJVTrhAgLj9IgROyZyB7Y7N4E,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 36 mins,5770,25.4 mi,40898
ChIJ4b5yNH8J9YgR0RjGtq012sY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 1 min,3668,11.6 mi,18658
ChIJ6__uyYQJ9YgRD_9d1CwTQNE,ChIJyRb7_u-n9YgRaFRK94xpvAo,59 mins,3567,10.7 mi,17197
ChIJ6yHvKYQJ9YgRMC6loL1NcXg,ChIJyRb7_u-n9YgRaFRK94xpvAo,59 mins,3540,11.0 mi,17635
ChIJBc0y6_UL9YgRhrbAci6LqH8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 20 mins,4793,19.8 mi,31905
ChIJbUsVvF0J9YgR2nGU0fVeqdU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 18 mins,4690,18.0 mi,28971
ChIJD3xJiY0J9YgRhR_PqV5ggPY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 0 mins,3571,10.5 mi,16973
ChIJ-d535HcJ9YgRI3ZSIwKihCw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 5 mins,3905,11.4 mi,18324
ChIJi_u7RlgJ9YgRgJLcya5fsvQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 24 mins,5035,19.2 mi,30913
ChIJLd6Y0uEL9YgRgzPGe1Fm7D4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 30 mins,5413,19.5 mi,31333
ChIJlY0CQ3gJ9YgRGII84Sd5W88,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 0 mins,3588,11.1 mi,17898
ChIJlZol74QJ9YgRWFy5Vhi9kiQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 0 mins,3576,10.7 mi,17209
ChIJnSwPPZoJ9YgR02yI2ebrSHI,ChIJyRb7_u-n9YgRaFRK94xpvAo,56 mins,3372,10.2 mi,16450
ChIJPczPf1MJ9YgRpB8e8QoOmcE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 21 mins,4872,22.8 mi,36620
ChIJQSLg9P4L9YgR6oQp51eC2G8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 13 mins,4383,18.6 mi,29913
ChIJqT7egOSW9YgRUeTFg3_sLwI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 0 mins,3605,11.0 mi,17646
ChIJv5WapokJ9YgRrgJOmY3GRKQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 6 mins,3969,11.3 mi,18158
ChIJW1Qt1uAL9YgR9sVfG72U3js,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 34 mins,5658,19.7 mi,31681
ChIJXyiVwWAJ9YgR4PfCs4sLofE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 23 mins,5000,18.3 mi,29377
ChIJZyXzDngJ9YgRCfZbCYVVAtg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 0 mins,3624,11.2 mi,17953
ChIJ_agfvWkQ9YgRYzIeNL58NPA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 42 mins,6114,27.2 mi,43770
ChIJ_bMHlsoR9YgRrR2YAsO_XIk,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 53 mins,6763,29.3 mi,47092
ChIJ0_-EoWUQ9YgRyq3u6Jup570,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 48 mins,6486,21.1 mi,34030
ChIJ8YFaVbUR9YgRMgyDCfI_rAQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 1 min,7245,26.6 mi,42743
ChIJBc9D5hUQ9YgRHSamqOucf2M,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 32 mins,5497,20.3 mi,32747
ChIJ-cqNMjMQ9YgRaqnBef8t7GY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 48 mins,6460,26.8 mi,43100
ChIJec4vSTwQ9YgRLyIcen1xjZ4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 44 mins,6233,20.8 mi,33538
ChIJh5K_ZF4a9YgRLCWLe0Fb--M,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 48 mins,10081,32.9 mi,52997
ChIJKesEGIAQ9YgRRqD1OSRfKg8,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 3 mins,7401,28.3 mi,45558
ChIJMYpfRF0Q9YgRe-Q1w1PwNAI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 37 mins,5798,27.0 mi,43447
ChIJn7e4lMsR9YgRHa89TN1tdBg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 50 mins,6604,29.1 mi,46902
ChIJPULQdoAQ9YgRTvI9R6oMKNo,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 5 mins,7476,28.4 mi,45655
ChIJsUXZazMQ9YgRFavsMD_TYGo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 37 mins,5832,26.2 mi,42229
ChIJTTQ4H38Q9YgR8jxIh4TXn1k,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 12 mins,7936,28.8 mi,46272
